Source;Target;verbindungenProTag;relativeAnzahlVerspaeteteAbfahrt;relativeAnzahlVerspaeteteAnkunft;durchschnittlicheAbfahrtsverspaetung;durchschnittlicheAnkunftsverspaetung;durchschnittlicheAbfahrtsverspaetungNurVerspaetete;durchschnittlicheAnkunftsverspaetungNurVerspaetete
751;750;21;0.0;0.0;0;0;0;0
751;752;20;0.0;0.0;0;0;0;0
751;753;1;0.0;0.0;0;0;0;0
752;751;20;0.0;0.0;0;0;0;0
752;753;20;0.0;0.0;0;0;0;0
753;751;1;0.0;0.0;0;0;0;0
753;752;20;0.0;0.0;0;0;0;0
753;754;20;0.0;0.0;0;0;0;0
754;753;20;0.0;0.0;0;0;0;0
755;122;37;0.0;0.0;0;0;0;0
755;746;20;0.0;0.0;0;0;0;0
755;796;16;0.0;0.0;0;0;0;0
756;757;51;0.0;0.0;0;0;0;0
757;756;51;0.0;0.0;0;0;0;0
757;758;32;0.0;0.0;0;0;0;0
757;767;19;0.0;0.0;0;0;0;0
758;757;32;0.0;0.0;0;0;0;0
758;759;32;0.0;0.0;0;0;0;0
759;758;32;0.0;0.0;0;0;0;0
759;760;32;0.0;0.0;0;0;0;0
760;759;32;0.0;0.0;0;0;0;0
760;761;32;0.0;0.0;0;0;0;0
761;760;32;0.0;0.0;0;0;0;0
761;762;32;0.0;0.0;0;0;0;0
762;761;32;0.0;0.0;0;0;0;0
762;763;33;0.0;0.0;0;0;0;0
763;762;32;0.0;0.0;0;0;0;0
763;764;33;0.0;0.0;0;0;0;0
764;763;32;0.0;0.0;0;0;0;0
764;765;33;0.0;0.0;0;0;0;0
765;764;32;0.0;0.0;0;0;0;0
765;766;33;0.0;0.0;0;0;0;0
766;122;33;0.0;0.0;0;0;0;0
766;765;32;0.0;0.0;0;0;0;0
767;757;19;0.0;0.0;0;0;0;0
767;768;19;0.0;0.0;0;0;0;0
768;767;19;0.0;0.0;0;0;0;0
768;769;19;0.0;0.0;0;0;0;0
769;768;19;0.0;0.0;0;0;0;0
769;770;19;0.0;0.0;0;0;0;0
770;769;19;0.0;0.0;0;0;0;0
770;771;19;0.0;0.0;0;0;0;0
771;770;19;0.0;0.0;0;0;0;0
771;772;19;0.0;0.0;0;0;0;0
772;771;19;0.0;0.0;0;0;0;0
772;773;19;0.0;0.0;0;0;0;0
773;772;19;0.0;0.0;0;0;0;0
773;774;19;0.0;0.0;0;0;0;0
774;773;19;0.0;0.0;0;0;0;0
774;775;19;0.0;0.0;0;0;0;0
775;774;19;0.0;0.0;0;0;0;0
775;776;19;0.0;0.0;0;0;0;0
776;775;19;0.0;0.0;0;0;0;0
776;777;19;0.0;0.0;0;0;0;0
777;776;19;0.0;0.0;0;0;0;0
777;778;19;0.0;0.0;0;0;0;0
778;777;19;0.0;0.0;0;0;0;0
778;779;19;0.0;0.0;0;0;0;0
779;778;19;0.0;0.0;0;0;0;0
780;781;16;0.0;0.0;0;0;0;0
781;780;16;0.0;0.0;0;0;0;0
781;782;16;0.0;0.0;0;0;0;0
782;781;16;0.0;0.0;0;0;0;0
782;783;16;0.0;0.0;0;0;0;0
783;782;16;0.0;0.0;0;0;0;0
783;784;16;0.0;0.0;0;0;0;0
784;783;16;0.0;0.0;0;0;0;0
784;785;16;0.0;0.0;0;0;0;0
785;784;16;0.0;0.0;0;0;0;0
785;786;16;0.0;0.0;0;0;0;0
786;785;16;0.0;0.0;0;0;0;0
786;787;16;0.0;0.0;0;0;0;0
787;786;16;0.0;0.0;0;0;0;0
787;788;16;0.0;0.0;0;0;0;0
788;787;16;0.0;0.0;0;0;0;0
788;789;16;0.0;0.0;0;0;0;0
789;788;16;0.0;0.0;0;0;0;0
789;790;32;0.0;0.0;0;0;0;0
789;791;16;0.0;0.0;0;0;0;0
790;789;32;0.0;0.0;0;0;0;0
791;789;16;0.0;0.0;0;0;0;0
791;792;16;0.0;0.0;0;0;0;0
792;791;16;0.0;0.0;0;0;0;0
792;793;16;0.0;0.0;0;0;0;0
793;792;16;0.0;0.0;0;0;0;0
793;794;16;0.0;0.0;0;0;0;0
794;793;16;0.0;0.0;0;0;0;0
794;795;16;0.0;0.0;0;0;0;0
795;794;16;0.0;0.0;0;0;0;0
795;796;16;0.0;0.0;0;0;0;0
796;755;16;0.0;0.0;0;0;0;0
796;795;16;0.0;0.0;0;0;0;0
797;798;30;0.0;0.0;0;0;0;0
798;797;30;0.0;0.0;0;0;0;0
798;799;30;0.0;0.0;0;0;0;0
799;798;30;0.0;0.0;0;0;0;0
799;800;30;0.0;0.0;0;0;0;0
800;799;30;0.0;0.0;0;0;0;0
800;801;30;0.0;0.0;0;0;0;0
800;810;14;0.0;0.0;0;0;0;0
800;811;6;0.0;0.0;0;0;0;0
801;800;30;0.0;0.0;0;0;0;0
801;802;30;0.0;0.0;0;0;0;0
802;801;30;0.0;0.0;0;0;0;0
802;803;30;0.0;0.0;0;0;0;0
803;802;30;0.0;0.0;0;0;0;0
803;804;30;0.0;0.0;0;0;0;0
804;803;30;0.0;0.0;0;0;0;0
804;805;30;0.0;0.0;0;0;0;0
805;804;30;0.0;0.0;0;0;0;0
805;806;30;0.0;0.0;0;0;0;0
806;805;30;0.0;0.0;0;0;0;0
806;807;30;0.0;0.0;0;0;0;0
807;806;30;0.0;0.0;0;0;0;0
807;808;30;0.0;0.0;0;0;0;0
808;807;30;0.0;0.0;0;0;0;0
808;809;30;0.0;0.0;0;0;0;0
809;125;30;0.0;0.0;0;0;0;0
809;808;30;0.0;0.0;0;0;0;0
810;800;13;0.0;0.0;0;0;0;0
810;811;14;0.0;0.0;0;0;0;0
811;800;6;0.0;0.0;0;0;0;0
811;810;13;0.0;0.0;0;0;0;0
811;812;14;0.0;0.0;0;0;0;0
811;814;6;0.0;0.0;0;0;0;0
812;811;13;0.0;0.0;0;0;0;0
812;813;14;0.0;0.0;0;0;0;0
813;812;13;0.0;0.0;0;0;0;0
813;814;14;0.0;0.0;0;0;0;0
814;811;6;0.0;0.0;0;0;0;0
814;813;13;0.0;0.0;0;0;0;0
814;815;14;0.0;0.0;0;0;0;0
814;816;6;0.0;0.0;0;0;0;0
815;814;13;0.0;0.0;0;0;0;0
815;816;14;0.0;0.0;0;0;0;0
816;814;6;0.0;0.0;0;0;0;0
816;815;13;0.0;0.0;0;0;0;0
817;818;2;0.0;0.0;0;0;0;0
817;820;70;0.7;0.6857142857142857;252;238;360;347
817;825;69;0.855072463768116;0.5797101449275363;316;118;369;205
818;817;1;0.0;0.0;0;0;0;0
818;819;2;0.0;0.0;0;0;0;0
818;829;68;0.6617647058823529;0.6470588235294118;187;177;282;274
818;830;68;0.5588235294117647;0.5441176470588235;130;134;234;247
819;288;2;0.0;0.0;0;0;0;0
819;818;1;0.0;0.0;0;0;0;0
819;830;68;0.8088235294117647;0.5441176470588235;199;163;247;300
819;831;68;0.9411764705882353;0.5882352941176471;192;144;204;245
820;817;70;0.9714285714285714;0.45714285714285713;318;93;327;205
820;821;70;0.8571428571428571;0.4714285714285714;254;213;297;451
821;820;70;0.8571428571428571;0.38571428571428573;175;83;204;215
821;822;70;0.8714285714285714;0.5142857142857142;244;222;280;432
822;821;70;0.42857142857142855;0.1;127;34;296;341
822;823;40;0.5;0.425;248;215;497;508
823;822;41;0.926829268292683;0.9024390243902439;124;105;134;117
823;824;40;0.825;0.575;271;257;328;446
824;281;40;0.8;0.525;278;246;347;468
824;823;41;0.5365853658536586;0.2682926829268293;92;78;172;292
825;817;68;0.8676470588235294;0.6911764705882353;313;244;361;353
825;826;69;0.9565217391304348;0.4492753623188406;306;99;320;222
826;825;68;0.9558823529411765;0.9117647058823529;358;251;375;275
826;827;69;0.9710144927536232;0.4927536231884058;283;108;292;219
827;826;68;0.9411764705882353;0.8088235294117647;334;228;355;282
827;828;69;0.8840579710144928;0.4782608695652174;197;116;223;243
828;827;68;0.9558823529411765;0.7352941176470589;246;210;258;286
828;829;69;0.7246376811594203;0.5652173913043478;160;135;220;240
829;818;69;0.9130434782608695;0.6376811594202898;189;155;207;243
829;828;68;0.9705882352941176;0.6617647058823529;252;195;260;295
830;818;68;0.8676470588235294;0.75;221;184;255;246
830;819;68;0.6764705882352942;0.5735294117647058;154;130;228;228
831;819;68;0.9558823529411765;0.8970588235294118;237;163;248;182
831;832;68;0.9411764705882353;0.7205882352941176;215;176;229;245
832;831;68;0.9705882352941176;0.8235294117647058;205;122;211;149
832;833;68;0.9558823529411765;0.6470588235294118;230;170;241;264
833;832;68;0.9852941176470589;0.8970588235294118;168;127;170;142
833;834;68;0.9558823529411765;0.8970588235294118;257;214;269;238
834;288;68;0.9558823529411765;0.9264705882352942;275;221;287;239
834;833;68;0.9852941176470589;0.75;155;109;158;146
835;836;27;0.0;0.0;0;0;0;0
836;835;28;0.0;0.0;0;0;0;0
836;837;27;0.0;0.0;0;0;0;0
837;836;28;0.0;0.0;0;0;0;0
838;12;39;0.9743589743589743;0.9230769230769231;287;167;294;181
838;839;40;0.95;0.525;210;59;221;112
839;838;39;0.9743589743589743;0.9743589743589743;219;171;224;175
839;840;40;0.75;0.55;83;65;111;118
840;839;39;0.9743589743589743;0.9743589743589743;199;184;204;189
840;841;40;0.8;0.925;82;115;103;124
841;840;39;0.9743589743589743;0.9743589743589743;270;227;277;233
841;842;40;0.95;0.95;158;134;167;141
842;841;39;0.9743589743589743;0.9743589743589743;206;171;211;175
842;843;40;0.775;0.85;80;105;104;123
843;842;39;0.9743589743589743;0.9487179487179487;187;158;192;167
843;844;40;0.95;0.95;157;132;165;139
844;843;39;0.9487179487179487;0.9743589743589743;162;181;170;185
844;845;40;0.85;0.875;89;103;104;118
845;13;38;0.7368421052631579;0.8421052631578947;78;94;106;111
845;844;39;0.9743589743589743;0.9743589743589743;175;164;179;168
845;891;53;0.5471698113207547;0.03773584905660377;40;3;73;82
846;13;187;0.9251336898395722;0.6203208556149733;119;74;128;119
846;515;91;0.9560439560439561;0.7252747252747253;108;64;113;88
846;625;78;0.9615384615384616;0.7564102564102564;148;75;154;100
846;848;19;0.9473684210526315;0.8947368421052632;136;90;143;100
847;515;21;0.8095238095238095;0.47619047619047616;89;52;110;110
847;848;21;0.8571428571428571;0.8095238095238095;152;106;177;131
848;846;19;0.7368421052631579;0.5263157894736842;60;36;82;68
848;847;21;0.6190476190476191;0.8571428571428571;63;74;103;87
848;849;40;0.925;0.825;133;106;144;129
849;409;40;0.875;0.85;151;120;173;142
849;848;40;0.975;0.85;105;65;108;76
850;409;60;0.95;0.7166666666666667;121;83;127;117
850;851;58;0.9655172413793104;0.9655172413793104;148;129;154;133
851;850;60;0.85;0.5833333333333334;84;69;99;118
851;852;58;0.9655172413793104;0.9655172413793104;179;147;185;152
852;851;60;0.4666666666666667;0.4666666666666667;51;54;111;116
852;853;41;0.6341463414634146;0.8536585365853658;74;92;117;108
852;946;14;0.21428571428571427;0.0;22;0;104;0
852;948;22;0.5909090909090909;0.5;48;37;81;75
853;852;41;0.9512195121951219;0.8536585365853658;90;50;95;59
853;892;39;0.9743589743589743;0.9743589743589743;135;108;138;111
854;855;36;0.75;0.8055555555555556;92;88;123;110
854;918;35;0.9142857142857143;0.6285714285714286;139;89;152;143
855;854;35;0.7428571428571429;0.9714285714285714;144;191;195;196
855;856;37;0.6216216216216216;0.6486486486486487;83;64;134;99
856;855;35;0.9714285714285714;0.9714285714285714;128;130;132;134
856;857;37;0.918918918918919;0.8648648648648649;113;104;123;121
857;856;35;0.9714285714285714;0.9714285714285714;140;115;144;118
857;858;37;0.8108108108108109;0.8108108108108109;109;102;135;125
858;409;37;0.5945945945945946;0.5675675675675675;57;54;96;96
858;857;35;0.9714285714285714;0.9714285714285714;178;188;183;193
859;623;38;0.9736842105263158;0.9736842105263158;228;191;234;196
859;626;40;0.95;0.875;93;63;98;72
860;861;45;0.7777777777777778;0.26666666666666666;133;89;171;334
860;880;46;0.8043478260869565;0.8043478260869565;173;157;215;196
861;860;46;0.8043478260869565;0.8043478260869565;230;186;286;231
861;862;1;0.0;0.0;0;0;0;0
861;881;44;0.8181818181818182;0.7727272727272727;219;169;268;219
862;13;19;0.6842105263157895;0.8947368421052632;143;213;209;238
862;863;20;0.8;0.6;236;204;295;341
862;879;18;0.8888888888888888;0.7777777777777778;156;110;175;142
862;880;1;0.0;0.0;0;0;0;0
862;881;46;0.782608695652174;0.5869565217391305;153;79;196;136
862;882;20;0.25;0.6;38;69;155;115
862;944;37;0.8108108108108109;0.2972972972972973;78;28;96;94
862;949;25;0.64;0.0;56;0;88;0
862;950;15;0.7333333333333333;0.7333333333333333;86;80;117;110
863;625;1;0.0;0.0;0;0;0;0
863;626;39;0.8205128205128205;0.7948717948717948;240;207;293;261
863;862;18;0.8333333333333334;0.8333333333333334;192;203;231;244
863;882;22;0.6818181818181818;0.6818181818181818;117;96;172;142
864;12;38;0.9473684210526315;0.9473684210526315;154;167;163;176
864;865;38;0.9736842105263158;0.7368421052631579;68;24;69;32
865;864;38;0.9473684210526315;0.9473684210526315;177;139;187;147
865;866;38;0.9736842105263158;0.9736842105263158;102;60;105;61
866;623;38;0.9736842105263158;0.868421052631579;87;51;89;58
866;865;38;0.9473684210526315;0.9473684210526315;153;141;162;149
867;13;76;0.9473684210526315;0.6842105263157895;133;90;140;132
867;868;77;0.961038961038961;0.7532467532467533;136;97;142;128
868;867;76;0.7368421052631579;0.5131578947368421;90;53;123;104
868;869;77;0.961038961038961;0.6493506493506493;156;85;162;130
869;868;76;0.9078947368421053;0.8026315789473685;111;89;122;111
869;870;37;0.9459459459459459;0.8918918918918919;131;108;138;121
869;875;40;0.925;0.9;167;146;181;162
870;472;77;0.922077922077922;0.8441558441558441;147;120;160;143
870;869;36;0.9722222222222222;0.6944444444444444;119;64;122;92
870;874;40;0.9;0.475;93;48;104;102
871;472;39;0.9230769230769231;0.8205128205128205;120;89;130;108
871;872;38;0.9736842105263158;0.631578947368421;205;75;210;118
872;486;38;0.8947368421052632;0.7631578947368421;136;87;152;114
872;871;39;0.8205128205128205;0.38461538461538464;80;34;98;89
873;73;38;0.9736842105263158;0.7894736842105263;150;98;154;124
873;486;39;0.8205128205128205;0.4358974358974359;57;35;70;81
874;870;40;0.925;0.825;189;108;204;131
874;875;40;0.825;0.35;82;34;100;98
875;869;40;0.75;0.35;77;27;103;77
875;874;40;0.925;0.9;199;159;216;177
876;472;37;0.9459459459459459;0.9459459459459459;120;112;127;118
876;877;40;0.925;0.925;188;196;204;212
877;876;37;0.7567567567567568;0.9459459459459459;57;40;75;43
877;878;40;0.925;0.925;82;188;89;204
878;877;37;0.0;0.0;0;0;0;0
879;862;17;0.6470588235294118;0.17647058823529413;72;10;111;58
879;880;44;0.22727272727272727;0.0;43;0;192;0
879;894;19;0.0;0.0;0;0;0;0
879;929;38;0.47368421052631576;0.3684210526315789;85;77;179;210
880;860;44;0.75;0.25;118;38;158;154
880;862;1;0.0;0.0;0;0;0;0
880;879;47;0.7659574468085106;0.8085106382978723;180;157;235;194
880;881;1;0.0;0.0;0;0;0;0
881;861;46;0.8043478260869565;0.8043478260869565;206;201;257;250
881;862;45;0.8;0.7777777777777778;227;190;284;244
882;862;22;0.6818181818181818;0.6818181818181818;129;139;189;205
882;863;20;0.8;0.75;87;66;109;88
883;514;63;0.9047619047619048;0.6507936507936508;76;34;84;53
883;884;40;0.575;0.575;43;52;74;91
883;980;25;0.92;0.72;46;25;50;35
884;883;38;0.9736842105263158;0.13157894736842105;144;5;148;38
884;885;40;0.95;0.475;128;34;135;73
885;100;40;0.95;0.825;125;82;132;100
885;884;38;0.8947368421052632;0.8157894736842105;55;40;62;49
886;13;107;0.9813084112149533;0.8785046728971962;120;77;122;88
886;887;69;0.9855072463768116;0.9855072463768116;102;91;103;93
886;909;38;0.9736842105263158;0.9736842105263158;61;109;63;112
887;886;69;0.7681159420289855;0.6956521739130435;97;65;126;93
887;888;53;0.9811320754716981;0.7358490566037735;85;39;87;53
888;887;53;0.9245283018867925;0.9056603773584906;89;78;96;86
888;889;53;0.9433962264150944;0.4528301886792453;85;24;90;54
889;888;53;0.9811320754716981;0.9622641509433962;185;108;188;112
889;890;53;0.9811320754716981;0.9811320754716981;195;103;199;105
890;889;53;0.9622641509433962;0.6037735849056604;100;48;104;79
890;891;53;0.9811320754716981;0.9811320754716981;161;107;164;109
891;845;53;0.9811320754716981;0.9811320754716981;170;160;173;163
891;890;53;0.9811320754716981;0.5283018867924528;129;35;132;66
892;853;39;0.5384615384615384;0.1794871794871795;26;4;49;26
892;893;19;0.47368421052631576;0.42105263157894735;41;39;88;94
892;917;37;0.5135135135135135;0.21621621621621623;65;45;127;210
893;892;19;0.5789473684210527;0.8947368421052632;22;36;38;40
893;894;19;0.8947368421052632;0.8947368421052632;125;102;140;114
894;879;19;0.8947368421052632;0.8947368421052632;132;110;147;123
894;893;19;0.8947368421052632;0.8947368421052632;48;26;54;30
895;13;15;0.8;0.4;65;28;82;70
895;896;69;0.7681159420289855;0.6956521739130435;74;37;96;53
895;899;55;0.6545454545454545;0.3090909090909091;30;14;46;46
896;895;70;0.5285714285714286;0.14285714285714285;29;8;55;59
896;897;18;0.9444444444444444;0.3888888888888889;87;21;92;54
896;900;20;0.95;0.7;120;37;127;53
897;896;18;0.8888888888888888;0.5;70;33;79;67
897;898;38;0.7631578947368421;0.7368421052631579;68;62;89;84
897;900;21;0.6190476190476191;0.6190476190476191;24;27;39;45
898;13;1;0.0;0.0;0;0;0;0
898;468;38;0.42105263157894735;0.6578947368421053;29;31;70;47
898;897;39;0.7692307692307693;0.8717948717948718;49;77;64;88
899;13;55;0.9818181818181818;0.9818181818181818;73;60;74;61
899;895;54;0.9814814814814815;0.9814814814814815;139;101;141;103
900;896;21;0.8095238095238095;0.5238095238095238;32;14;39;28
900;897;20;0.95;0.9;126;102;133;113
901;902;38;0.02631578947368421;0.0;1;0;38;0
902;901;38;0.9736842105263158;0.8947368421052632;79;51;81;57
902;903;38;0.9736842105263158;0.7368421052631579;51;11;52;16
903;902;38;0.9736842105263158;0.868421052631579;245;39;252;45
903;904;38;0.9736842105263158;0.9736842105263158;162;46;166;47
904;903;38;0.42105263157894735;0.05263157894736842;16;6;38;125
904;905;38;0.0;0.21052631578947367;0;4;0;21
905;904;38;0.9473684210526315;0.8947368421052632;67;35;71;39
905;906;38;0.9736842105263158;0.15789473684210525;55;1;57;8
906;905;38;0.9736842105263158;0.7894736842105263;73;19;75;25
906;907;38;0.9210526315789473;0.7368421052631579;53;17;57;23
907;906;38;0.9736842105263158;0.9736842105263158;86;158;89;163
907;908;38;0.9736842105263158;0.8947368421052632;178;34;183;38
908;907;38;0.07894736842105263;0.7631578947368421;7;44;90;58
908;909;38;0.8157894736842105;0.5526315789473685;52;18;63;33
909;886;38;0.9736842105263158;0.9210526315789473;181;60;186;66
909;908;38;0.9736842105263158;0.8947368421052632;110;46;113;51
910;101;37;0.972972972972973;0.918918918918919;128;105;132;114
910;911;38;0.9736842105263158;0.9736842105263158;125;112;129;115
910;914;1;0.0;0.0;0;0;0;0
911;910;37;0.8378378378378378;0.7027027027027027;82;63;98;89
911;912;21;0.7142857142857143;0.5238095238095238;52;35;73;67
911;914;17;0.6470588235294118;0.6470588235294118;58;43;91;66
912;911;19;0.9473684210526315;0.9473684210526315;175;238;185;251
912;913;21;0.8095238095238095;0.8571428571428571;81;68;100;80
913;912;19;0.9473684210526315;0.42105263157894735;124;43;131;103
913;914;21;0.9523809523809523;0.8095238095238095;121;73;127;90
914;101;19;0.7894736842105263;0.7894736842105263;54;50;69;63
914;468;19;0.47368421052631576;0.42105263157894735;35;41;74;98
914;911;18;0.8333333333333334;0.6111111111111112;77;40;93;65
914;913;19;0.3684210526315789;0.8421052631578947;42;109;114;129
914;915;27;0.5185185185185185;0.25925925925925924;34;23;65;88
914;1009;30;0.16666666666666666;0.0;8;0;51;0
914;1198;34;0.6470588235294118;0.3235294117647059;43;29;67;90
915;468;26;0.9615384615384616;0.6923076923076923;102;46;106;66
915;898;1;0.0;0.0;0;0;0;0
915;914;25;0.96;0.72;122;86;127;119
916;917;37;0.16216216216216217;0.0;9;0;60;0
917;892;37;0.972972972972973;0.1891891891891892;56;10;57;54
917;916;37;0.918918918918919;0.43243243243243246;93;52;102;121
918;854;35;0.9142857142857143;0.9714285714285714;103;118;113;122
918;919;35;0.9714285714285714;0.9714285714285714;212;190;218;195
919;104;35;0.9428571428571428;0.9714285714285714;182;203;193;209
919;918;35;0.7428571428571429;0.5428571428571428;76;55;102;102
920;921;20;0.05;0.0;10;0;212;0
920;923;17;0.8235294117647058;0.0;53;0;64;0
920;925;37;0.40540540540540543;0.05405405405405406;22;4;55;74
920;942;34;0.5;0.0;25;0;51;0
921;920;20;0.95;0.95;134;35;141;37
921;922;20;0.95;0.1;50;11;53;112
922;921;20;0.95;0.95;89;43;93;46
922;923;27;0.7407407407407407;0.4074074074074074;37;12;50;31
923;330;17;0.7058823529411765;0.6470588235294118;45;26;64;40
923;920;17;0.8823529411764706;0.8235294117647058;80;48;90;59
923;922;27;0.8888888888888888;0.48148148148148145;60;23;68;48
923;924;27;0.3333333333333333;0.1111111111111111;18;6;55;55
924;330;27;0.9259259259259259;0.37037037037037035;51;21;56;57
924;923;27;0.9629629629629629;0.7407407407407407;89;43;92;58
925;920;38;0.868421052631579;0.6842105263157895;74;57;85;83
925;926;20;0.7;0.4;41;21;58;53
925;927;17;0.7647058823529411;0.5294117647058824;61;34;79;64
926;925;21;0.9047619047619048;0.047619047619047616;90;1;100;41
926;927;20;0.95;0.3;234;14;246;48
927;925;17;0.7058823529411765;0.7647058823529411;74;75;106;99
927;926;21;0.42857142857142855;0.5714285714285714;23;27;54;48
927;928;38;0.5789473684210527;0.42105263157894735;41;27;71;64
928;927;38;0.868421052631579;0.7894736842105263;93;83;107;105
928;929;38;0.8421052631578947;0.47368421052631576;49;28;59;60
929;879;38;0.868421052631579;0.5263157894736842;76;40;87;77
929;928;38;0.8947368421052632;0.3684210526315789;116;67;130;181
930;931;34;0.14705882352941177;0.14705882352941177;13;7;88;47
930;938;7;0.7142857142857143;0.14285714285714285;24;5;34;40
930;943;20;0.25;0.15;18;7;72;50
931;930;34;0.9705882352941176;0.9705882352941176;175;132;180;136
931;932;34;0.9705882352941176;0.23529411764705882;24;15;25;67
932;931;34;0.9117647058823529;0.8823529411764706;121;99;132;113
932;933;34;0.5;0.11764705882352941;14;10;28;89
933;932;34;0.8823529411764706;0.7941176470588235;88;68;100;86
933;934;34;0.7058823529411765;0.47058823529411764;37;24;53;52
934;933;34;0.7941176470588235;0.4411764705882353;61;40;76;91
934;935;34;0.8529411764705882;0.17647058823529413;142;14;167;80
935;934;34;0.9705882352941176;0.9117647058823529;140;118;145;129
935;936;34;0.8529411764705882;0.8529411764705882;130;109;152;128
936;935;34;0.9705882352941176;0.9117647058823529;121;82;125;89
936;937;34;0.47058823529411764;0.4117647058823529;37;25;79;62
937;407;34;0.7647058823529411;0.4411764705882353;59;36;78;82
937;936;34;0.9117647058823529;0.8235294117647058;77;72;85;88
938;930;8;0.875;0.875;119;88;136;100
938;939;27;0.37037037037037035;0.37037037037037035;23;25;62;69
938;943;19;0.7894736842105263;0.5263157894736842;69;40;88;76
939;938;27;0.9629629629629629;0.9259259259259259;129;101;134;110
939;940;27;0.8148148148148148;0.5555555555555556;56;37;69;67
940;939;27;0.8888888888888888;0.4444444444444444;83;19;93;44
940;941;34;0.14705882352941177;0.08823529411764706;12;8;82;95
941;940;34;0.8529411764705882;0.47058823529411764;49;26;57;55
941;942;34;0.6764705882352942;0.11764705882352941;29;8;43;75
942;920;34;0.9705882352941176;0.9705882352941176;91;220;94;227
942;941;34;0.5294117647058824;0.7352941176470589;30;43;58;58
943;930;19;0.9473684210526315;0.8421052631578947;129;90;137;107
943;938;20;0.95;0.6;93;36;97;60
944;862;36;0.9166666666666666;0.9722222222222222;192;228;210;235
944;945;37;0.9459459459459459;0.9459459459459459;143;250;151;265
945;944;36;0.8611111111111112;0.9444444444444444;168;236;195;250
945;946;37;0.918918918918919;0.9459459459459459;163;224;177;237
946;852;14;0.9285714285714286;0.9285714285714286;170;175;183;188
946;945;36;0.9444444444444444;0.9722222222222222;188;111;199;114
946;947;23;0.8695652173913043;0.9130434782608695;165;179;190;197
947;946;22;0.9545454545454546;0.5;223;35;233;70
947;948;23;0.9130434782608695;0.8695652173913043;331;129;363;148
948;852;23;0.8695652173913043;0.9130434782608695;190;307;219;336
948;947;22;0.9545454545454546;0.9545454545454546;116;128;121;134
949;862;24;0.9166666666666666;0.875;156;107;171;123
949;950;25;0.92;0.64;152;59;165;93
950;862;15;0.9333333333333333;0.9333333333333333;120;86;128;93
950;949;24;0.9166666666666666;0.75;142;98;155;131
950;951;25;0.88;0.8;124;73;142;91
950;952;15;0.9333333333333333;0.9333333333333333;156;116;167;124
951;950;24;0.9166666666666666;0.9583333333333334;151;230;165;240
951;952;25;0.88;0.92;162;245;184;266
952;950;15;0.9333333333333333;0.8666666666666667;103;85;111;99
952;951;24;0.875;0.875;120;104;137;119
952;953;40;0.925;0.7;127;77;137;110
953;952;39;0.9743589743589743;0.9743589743589743;159;129;163;132
953;954;40;0.95;0.925;199;138;209;149
954;12;15;0.9333333333333333;0.9333333333333333;154;308;165;330
954;953;39;0.9487179487179487;0.9743589743589743;107;146;113;150
954;955;25;0.88;0.92;143;249;162;271
955;12;25;0.92;0.92;176;160;191;174
955;954;24;0.9583333333333334;0.9583333333333334;143;125;149;130
956;957;22;0.2727272727272727;0.0;11;0;42;0
956;989;5;0.4;0.0;19;0;48;0
956;1265;5;0.0;0.0;0;0;0;0
956;1276;19;0.0;0.0;0;0;0;0
956;1295;26;0.0;0.0;0;0;0;0
957;956;23;0.34782608695652173;0.5217391304347826;23;38;67;74
957;958;1;0.0;0.0;0;0;0;0
957;959;7;0.2857142857142857;0.8571428571428571;12;46;43;54
957;982;19;0.5263157894736842;0.3684210526315789;25;20;49;55
957;990;4;0.0;0.25;0;1;0;7
958;959;1;0.0;0.0;0;0;0;0
958;982;19;0.3157894736842105;0.2631578947368421;37;26;119;101
958;983;19;0.42105263157894735;0.3684210526315789;25;14;60;39
959;957;8;0.875;0.5;91;45;104;91
959;960;27;0.8148148148148148;0.4444444444444444;78;41;96;92
959;985;19;0.7894736842105263;0.7368421052631579;88;82;112;111
960;959;27;0.8518518518518519;0.7037037037037037;121;94;143;133
960;961;8;0.75;0.5;87;48;116;97
960;986;19;0.6842105263157895;0.5789473684210527;50;48;74;84
961;11;8;0.75;0.625;76;57;101;91
961;960;8;0.75;0.5;54;28;72;56
961;986;19;0.6842105263157895;0.5789473684210527;80;59;117;102
961;987;19;0.6842105263157895;0.631578947368421;51;42;75;67
962;15;12;0.8333333333333334;0.75;572;337;687;450
962;963;12;0.9166666666666666;0.9166666666666666;313;213;342;232
963;962;12;0.9166666666666666;0.8333333333333334;405;204;442;245
963;964;6;0.8333333333333334;0.8333333333333334;351;293;421;351
964;963;6;0.5;0.5;90;75;181;151
965;502;18;0.7222222222222222;0.7222222222222222;217;247;301;342
965;966;12;0.75;0.75;121;106;162;141
965;967;7;0.7142857142857143;0.7142857142857143;134;144;187;202
966;965;6;0.5;0.3333333333333333;61;30;123;90
966;967;12;0.75;0.75;132;111;176;148
967;15;1;0.0;0.0;0;0;0;0
967;965;12;0.8333333333333334;0.8333333333333334;287;267;345;320
967;966;6;0.6666666666666666;0.6666666666666666;69;29;103;44
967;968;17;0.9411764705882353;0.7647058823529411;205;137;218;179
967;971;1;0.0;0.0;0;0;0;0
968;15;17;0.9411764705882353;0.9411764705882353;258;211;274;225
968;967;18;0.8333333333333334;0.7777777777777778;342;288;410;371
969;17;23;0.9565217391304348;0.6956521739130435;153;87;160;126
969;970;23;0.8695652173913043;0.5217391304347826;123;108;141;208
